query_id,query_len,max_raw_score,max_norm_score_max_len_frac,max_norm_score_align_len_frac,max_similarity_percent
sequence_1,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_2,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_3,30,15.0,0.5,0.5,50.0
sequence_4,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sequence_5,30,15.0,0.46875,0.46875,46.875
sequence_6,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_7,30,15.0,0.5,0.5,50.0
sequence_8,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_9,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_10,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_11,30,15.0,0.5,0.5,50.0
sequence_12,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_13,30,16.0,0.47058823529411764,0.47058823529411764,47.05882352941176
sequence_14,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sequence_15,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_16,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_17,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_18,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_19,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_20,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_21,30,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
sequence_22,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_23,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_24,30,17.0,0.5666666666666667,0.5666666666666667,56.666666666666664
sequence_25,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sequence_26,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_27,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_28,30,15.0,0.5,0.5,50.0
sequence_29,30,15.0,0.46875,0.46875,46.875
sequence_30,30,15.0,0.5,0.5,50.0
sequence_31,30,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
sequence_32,30,15.0,0.5,0.5,50.0
sequence_33,30,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
sequence_34,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_35,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_36,30,15.0,0.5,0.5,50.0
sequence_37,30,14.0,0.4375,0.4375,43.75
sequence_38,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_39,30,15.0,0.5,0.5,50.0
sequence_40,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_41,30,17.0,0.4722222222222222,0.4722222222222222,47.22222222222222
sequence_42,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_43,30,15.0,0.5,0.5,50.0
sequence_44,30,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
sequence_45,30,18.0,0.5806451612903226,0.5806451612903226,58.06451612903226
sequence_46,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_47,30,15.0,0.5,0.5,50.0
sequence_48,30,17.0,0.5151515151515151,0.5151515151515151,51.515151515151516
sequence_49,30,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
sequence_50,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_51,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_52,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_53,30,15.0,0.5,0.5,50.0
sequence_54,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sequence_55,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_56,30,18.0,0.5806451612903226,0.5806451612903226,58.06451612903226
sequence_57,30,15.0,0.46875,0.46875,46.875
sequence_58,30,17.0,0.4722222222222222,0.4722222222222222,47.22222222222222
sequence_59,30,15.0,0.5,0.5,50.0
sequence_60,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_61,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_62,30,15.0,0.5,0.5,50.0
sequence_63,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_64,30,15.0,0.5,0.5,50.0
sequence_65,30,15.0,0.5,0.5,50.0
sequence_66,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_67,30,20.0,0.5882352941176471,0.5882352941176471,58.82352941176471
sequence_68,30,15.0,0.46875,0.46875,46.875
sequence_69,30,14.0,0.45161290322580644,0.45161290322580644,45.16129032258064
sequence_70,30,17.0,0.4857142857142857,0.4857142857142857,48.57142857142857
sequence_71,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_72,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sequence_73,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_74,30,14.0,0.45161290322580644,0.45161290322580644,45.16129032258064
sequence_75,30,20.0,0.6451612903225806,0.6451612903225806,64.51612903225806
sequence_76,30,16.0,0.5,0.5,50.0
sequence_77,30,16.0,0.47058823529411764,0.47058823529411764,47.05882352941176
sequence_78,30,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
sequence_79,30,14.0,0.4375,0.4375,43.75
sequence_80,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sequence_81,30,15.0,0.45454545454545453,0.45454545454545453,45.45454545454545
sequence_82,30,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
sequence_83,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_84,30,15.0,0.46875,0.46875,46.875
sequence_85,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_86,30,17.0,0.5666666666666667,0.5666666666666667,56.666666666666664
sequence_87,30,15.0,0.5,0.5,50.0
sequence_88,30,15.0,0.5,0.5,50.0
sequence_89,30,15.0,0.5,0.5,50.0
sequence_90,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_91,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_92,30,16.0,0.47058823529411764,0.47058823529411764,47.05882352941176
sequence_93,30,15.0,0.5,0.5,50.0
sequence_94,30,14.0,0.4375,0.4375,43.75
sequence_95,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_96,30,15.0,0.5,0.5,50.0
sequence_97,30,16.0,0.45714285714285713,0.45714285714285713,45.714285714285715
sequence_98,30,16.0,0.48484848484848486,0.48484848484848486,48.484848484848484
sequence_99,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_100,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_101,30,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
sequence_102,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_103,30,15.0,0.5,0.5,50.0
sequence_104,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sequence_105,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_106,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_107,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sequence_108,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_109,30,16.0,0.48484848484848486,0.48484848484848486,48.484848484848484
sequence_110,30,15.0,0.5,0.5,50.0
sequence_111,30,13.0,0.40625,0.40625,40.625
sequence_112,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sequence_113,30,16.0,0.48484848484848486,0.48484848484848486,48.484848484848484
sequence_114,30,15.0,0.45454545454545453,0.45454545454545453,45.45454545454545
sequence_115,30,16.0,0.5,0.5,50.0
sequence_116,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
