query_id,query_len,max_raw_score,max_norm_score_max_len_frac,max_norm_score_align_len_frac,max_similarity_percent
sample_0,30,17.0,0.4722222222222222,0.4722222222222222,47.22222222222222
sample_1,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sample_2,30,14.0,0.45161290322580644,0.45161290322580644,45.16129032258064
sample_3,30,14.0,0.45161290322580644,0.45161290322580644,45.16129032258064
sample_4,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sample_5,30,16.0,0.48484848484848486,0.48484848484848486,48.484848484848484
sample_6,30,15.0,0.5,0.5,50.0
sample_7,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_8,30,15.0,0.46875,0.46875,46.875
sample_9,30,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
sample_10,30,14.0,0.45161290322580644,0.45161290322580644,45.16129032258064
sample_11,30,15.0,0.5,0.5,50.0
sample_12,30,14.0,0.4375,0.4375,43.75
sample_13,30,15.0,0.5,0.5,50.0
sample_14,30,15.0,0.5,0.5,50.0
sample_15,30,16.0,0.45714285714285713,0.45714285714285713,45.714285714285715
sample_16,30,15.0,0.4838709677419355,0.4838709677419355,48.38709677419355
sample_17,30,16.0,0.45714285714285713,0.45714285714285713,45.714285714285715
sample_18,30,15.0,0.5,0.5,50.0
sample_19,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_20,30,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
sample_21,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sample_22,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_23,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_24,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_25,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_26,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sample_27,30,15.0,0.5,0.5,50.0
sample_28,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_29,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_30,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_31,30,15.0,0.4411764705882353,0.4411764705882353,44.11764705882353
sample_32,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_33,30,17.0,0.5666666666666667,0.5666666666666667,56.666666666666664
sample_34,30,15.0,0.5,0.5,50.0
sample_35,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_36,30,16.0,0.5333333333333333,0.5333333333333333,53.333333333333336
sample_37,30,15.0,0.46875,0.46875,46.875
sample_38,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_39,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_40,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_41,30,15.0,0.5,0.5,50.0
sample_42,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sample_43,30,15.0,0.5,0.5,50.0
sample_44,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_45,30,14.0,0.4375,0.4375,43.75
sample_46,30,14.0,0.45161290322580644,0.45161290322580644,45.16129032258064
sample_47,30,13.0,0.43333333333333335,0.43333333333333335,43.333333333333336
sample_48,30,14.0,0.4666666666666667,0.4666666666666667,46.666666666666664
sample_49,30,15.0,0.5,0.5,50.0
