query_id,query_len,max_raw_score,max_norm_score_max_len_frac,max_norm_score_align_len_frac,max_similarity_percent
seq_rank_0,41,19.0,0.4634146341463415,0.4634146341463415,46.34146341463415
seq_rank_1,41,21.0,0.5121951219512195,0.5121951219512195,51.21951219512195
seq_rank_2,41,21.0,0.4666666666666667,0.4666666666666667,46.666666666666664
seq_rank_3,41,18.0,0.43902439024390244,0.43902439024390244,43.90243902439025
seq_rank_4,41,19.0,0.4418604651162791,0.4418604651162791,44.18604651162791
seq_rank_5,41,19.0,0.4634146341463415,0.4634146341463415,46.34146341463415
seq_rank_6,41,19.0,0.4634146341463415,0.4634146341463415,46.34146341463415
seq_rank_7,41,20.0,0.4878048780487805,0.4878048780487805,48.78048780487805
seq_rank_8,41,19.0,0.4634146341463415,0.4634146341463415,46.34146341463415
seq_rank_9,41,20.0,0.4878048780487805,0.4878048780487805,48.78048780487805
seq_rank_10,44,20.0,0.45454545454545453,0.45454545454545453,45.45454545454545
seq_rank_11,44,21.0,0.45652173913043476,0.45652173913043476,45.65217391304348
seq_rank_12,44,20.0,0.45454545454545453,0.45454545454545453,45.45454545454545
seq_rank_13,44,20.0,0.45454545454545453,0.45454545454545453,45.45454545454545
seq_rank_14,44,21.0,0.44680851063829785,0.44680851063829785,44.680851063829785
seq_rank_15,44,19.0,0.4318181818181818,0.4318181818181818,43.18181818181818
seq_rank_16,44,23.0,0.5111111111111111,0.5111111111111111,51.11111111111111
seq_rank_17,44,19.0,0.4318181818181818,0.4318181818181818,43.18181818181818
seq_rank_18,44,23.0,0.4791666666666667,0.4791666666666667,47.91666666666667
seq_rank_19,44,21.0,0.4666666666666667,0.4666666666666667,46.666666666666664
seq_rank_20,31,16.0,0.48484848484848486,0.48484848484848486,48.484848484848484
seq_rank_21,31,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
seq_rank_22,31,23.0,0.6216216216216216,0.6216216216216216,62.16216216216216
seq_rank_23,31,19.0,0.6129032258064516,0.6129032258064516,61.29032258064516
seq_rank_24,31,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
seq_rank_25,31,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
seq_rank_26,31,17.0,0.5483870967741935,0.5483870967741935,54.83870967741935
seq_rank_27,31,16.0,0.5161290322580645,0.5161290322580645,51.61290322580645
seq_rank_28,31,20.0,0.6451612903225806,0.6451612903225806,64.51612903225806
seq_rank_29,31,21.0,0.65625,0.65625,65.625
seq_rank_30,50,24.0,0.48,0.48,48.0
seq_rank_31,50,25.0,0.5,0.5,50.0
seq_rank_32,50,23.0,0.46,0.46,46.0
seq_rank_33,50,22.0,0.44,0.44,44.0
seq_rank_34,50,22.0,0.4230769230769231,0.4230769230769231,42.30769230769231
seq_rank_35,50,23.0,0.46,0.46,46.0
seq_rank_36,50,24.0,0.48,0.48,48.0
seq_rank_37,50,22.0,0.44,0.44,44.0
seq_rank_38,50,21.0,0.42,0.42,42.0
seq_rank_39,50,22.0,0.44,0.44,44.0
seq_rank_40,46,20.0,0.43478260869565216,0.43478260869565216,43.47826086956522
seq_rank_41,46,21.0,0.45652173913043476,0.45652173913043476,45.65217391304348
seq_rank_42,46,20.0,0.43478260869565216,0.43478260869565216,43.47826086956522
seq_rank_43,46,21.0,0.45652173913043476,0.45652173913043476,45.65217391304348
seq_rank_44,46,23.0,0.5,0.5,50.0
seq_rank_45,46,23.0,0.5,0.5,50.0
seq_rank_46,46,23.0,0.5,0.5,50.0
seq_rank_47,46,21.0,0.45652173913043476,0.45652173913043476,45.65217391304348
seq_rank_48,46,22.0,0.46808510638297873,0.46808510638297873,46.808510638297875
seq_rank_49,46,26.0,0.5652173913043478,0.5652173913043478,56.52173913043478
seq_rank_50,48,23.0,0.46,0.46,46.0
seq_rank_51,48,24.0,0.48,0.48,48.0
seq_rank_52,48,25.0,0.4807692307692308,0.4807692307692308,48.07692307692308
seq_rank_53,48,23.0,0.46,0.46,46.0
seq_rank_54,48,22.0,0.4583333333333333,0.4583333333333333,45.83333333333333
seq_rank_55,48,21.0,0.4375,0.4375,43.75
seq_rank_56,48,25.0,0.4807692307692308,0.4807692307692308,48.07692307692308
seq_rank_57,48,22.0,0.4583333333333333,0.4583333333333333,45.83333333333333
seq_rank_58,48,23.0,0.4791666666666667,0.4791666666666667,47.91666666666667
seq_rank_59,48,25.0,0.5208333333333334,0.5208333333333334,52.083333333333336
seq_rank_60,25,12.0,0.48,0.48,48.0
seq_rank_61,25,15.0,0.6,0.6,60.0
seq_rank_62,25,13.0,0.48148148148148145,0.48148148148148145,48.148148148148145
seq_rank_63,25,12.0,0.48,0.48,48.0
seq_rank_64,25,15.0,0.5769230769230769,0.5769230769230769,57.692307692307686
seq_rank_65,25,16.0,0.64,0.64,64.0
seq_rank_66,25,12.0,0.48,0.48,48.0
seq_rank_67,25,16.0,0.64,0.64,64.0
seq_rank_68,25,11.0,0.44,0.44,44.0
seq_rank_69,25,18.0,0.72,0.72,72.0
seq_rank_70,45,22.0,0.44,0.44,44.0
seq_rank_71,45,25.0,0.5,0.5,50.0
seq_rank_72,45,21.0,0.4666666666666667,0.4666666666666667,46.666666666666664
seq_rank_73,45,21.0,0.4666666666666667,0.4666666666666667,46.666666666666664
seq_rank_74,45,22.0,0.46808510638297873,0.46808510638297873,46.808510638297875
seq_rank_75,45,20.0,0.4444444444444444,0.4444444444444444,44.44444444444444
seq_rank_76,45,21.0,0.4666666666666667,0.4666666666666667,46.666666666666664
seq_rank_77,45,22.0,0.4888888888888889,0.4888888888888889,48.888888888888886
seq_rank_78,45,21.0,0.42,0.42,42.0
seq_rank_79,45,22.0,0.4782608695652174,0.4782608695652174,47.82608695652174
seq_rank_80,16,8.0,0.5,0.5,50.0
seq_rank_81,16,10.0,0.625,0.625,62.5
seq_rank_82,16,9.0,0.5625,0.5625,56.25
seq_rank_83,16,9.0,0.5625,0.5625,56.25
seq_rank_84,16,9.0,0.5294117647058824,0.5294117647058824,52.94117647058824
