design_id,boltz2_iptm,boltz2_ptm,boltz2_plddt,boltz2_affinity_pred_value,boltz2_affinity_prob_binary
NDM5_006,0.38263657689094543,0.8600816130638123,0.8617158532142639,,
NDM5_0151,0.8441945314407349,0.9534991979598999,0.9387765526771545,,
NDM5_0151_2,0.5914389491081238,0.9239915013313293,0.8861889243125916,,
NDM5_0210,0.42899537086486816,0.8741627931594849,0.8556914329528809,,
NDM5_0337,0.7251930236816406,0.9257091283798218,0.8938602209091187,,
NDM5_0397,0.2712419033050537,0.8924301862716675,0.8904556632041931,,
NDM5_0425,0.3616064488887787,0.8949876427650452,0.8861104249954224,,
NDM5_0481,0.4298149645328522,0.9020364880561829,0.8866288661956787,,
NDM5_0483,0.7108635306358337,0.9205744862556458,0.8965723514556885,,
NDM5_0489,0.22742365300655365,0.8756901025772095,0.9060699343681335,,
NDM5_0573,0.34465131163597107,0.8005682229995728,0.9008275866508484,,
NDM5_0637,0.7556542754173279,0.9433440566062927,0.8863394260406494,,
NDM5_0638,0.47064146399497986,0.9141182899475098,0.9144806265830994,,
NDM5_0663,0.3251127600669861,0.8613402843475342,0.8665340542793274,,
NDM5_0692,0.3471581041812897,0.8567005395889282,0.8680746555328369,,
NDM5_0698,0.43599656224250793,0.8607717752456665,0.8650071024894714,,
NDM5_0721,0.6929265856742859,0.938167154788971,0.9055760502815247,,
NDM5_0758,0.4086422026157379,0.8632935881614685,0.8658173084259033,,
NDM5_0759,0.517296552658081,0.897446870803833,0.8697344064712524,,
NDM5_0781,0.3556569814682007,0.8926937580108643,0.8766709566116333,,
NDM5_0846,0.570131242275238,0.917743444442749,0.9053564667701721,,
NDM5_0933,0.3004659116268158,0.8484973311424255,0.8769142031669617,,
NDM5_0997,0.3826829791069031,0.8449876308441162,0.8859668970108032,,
NDM5_1052,0.4190550446510315,0.9025329351425171,0.915861964225769,,
NDM5_105_1,0.8457760810852051,0.9543848633766174,0.9262087345123291,,
NDM5_1149,0.2351967841386795,0.8395456671714783,0.887994647026062,,
NDM5_1206,0.4886564314365387,0.9101911783218384,0.8983161449432373,,
NDM5_1294,0.38405853509902954,0.8760188221931458,0.8814614415168762,,
NDM5_1354,0.5116711258888245,0.8786019682884216,0.869586706161499,,
NDM5_1358,0.24027031660079956,0.8516873121261597,0.9112702012062073,,
NDM5_1386,0.6353782415390015,0.9255270957946777,0.8952795267105103,,
NDM5_1387,0.3543453514575958,0.8601971864700317,0.9125155210494995,,
NDM5_1414,0.418701171875,0.8925729393959045,0.882804811000824,,
NDM5_1416,0.8419773578643799,0.9453368782997131,0.9195432066917419,,
NDM5_1471,0.6736441850662231,0.923498272895813,0.9175366163253784,,
NDM5_1472,0.2458791881799698,0.846190869808197,0.8912646770477295,,
NDM5_1479,0.6882050037384033,0.9378259181976318,0.8903312087059021,,
NDM5_155_1,0.4256778061389923,0.8810186386108398,0.8474936485290527,,
NDM5_163_0,0.5948609113693237,0.9133726954460144,0.8832299113273621,,
NDM5_173,0.7123255133628845,0.9229522943496704,0.8575934767723083,,
NDM5_195,0.5259511470794678,0.9220002889633179,0.8736780881881714,,
NDM5_1980,0.7624717950820923,0.9344631433486938,0.8640819787979126,,
NDM5_2040,0.5226859450340271,0.9178231358528137,0.9076829552650452,,
NDM5_2071,0.3815917670726776,0.8743109703063965,0.8714513778686523,,
NDM5_2160,0.63155198097229,0.9060795307159424,0.862246572971344,,
NDM5_2164,0.34160947799682617,0.8493172526359558,0.8582422733306885,,
NDM5_2254,0.3618977963924408,0.8399301767349243,0.86384516954422,,
